title,url,image,format,year,price,author,rating,publisher,length,ISBN,city/country,categories,quantity
Vinland Saga 1,https://www.bookdepository.com/Vinland-Saga-1-Makoto-Yukimura/9781612624204,https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/lrg/9781/6126/9781612624204.jpg,Hardback,2019,30.16,Makoto Yukimura,4.42,"Kodansha America, Inc",472,9781612624204,"New York, United States",Graphic Novels: Manga,50
The Montessori Toddler,https://www.bookdepository.com/Montessori-Toddler-Simone-Davies/9781523506897,https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/lrg/9781/5235/9781523506897.jpg,Paperback,2019,24.36,Simone Davies,4.38,Workman Publishing,256,9781523506897,"New York, United States",Educational Strategies & Policy,47
Shadow and Bone: Now a Netflix Original Series,https://www.bookdepository.com/Shadow-Bone-Now-Netflix-Original-Series-Leigh-Bardugo/9781510105249,https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/lrg/9781/5101/9781510105249.jpg,Paperback,2018,13.47,Leigh Bardugo,3.97,Hachette Children's Group,352,9781510105249,"London, United Kingdom",Children's General Story Books,1
The Green Witch,https://www.bookdepository.com/Green-Witch-Arin-Murphy-Hiscock/9781507204719,https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/lrg/9781/5072/9781507204719.jpg,Hardback,2017,25.55,Arin Murphy-Hiscock,3.93,Adams Media Corporation,256,9781507204719,United States,"Mind, Body & Spirit",37
Percy Jackson and the Olympians,https://www.bookdepository.com/Percy-Jackson-Olympians-Rick-Riordan/9781484707234,https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/lrg/9781/4847/9781484707234.jpg,Paperback,2014,61.71,Rick Riordan,4.6,HYPERION,1840,9781484707234,"New York, United States",Adventure Books for Kids,25
Short Stories in Italian for Beginners,https://www.bookdepository.com/Short-Stories-Italian-for-Beginners-Olly-Richards/9781473683327,https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/lrg/9781/4736/9781473683327.jpg,Paperback,2018,17.37,Olly Richards,4.01,John Murray Press,224,9781473683327,"London, United Kingdom",Language Teaching & Learning Material & Coursework,44
Blood of Elves: Witcher 1 - Now a major Netflix show,https://www.bookdepository.com/Blood-Elves-Witcher-1-Now-major-Netflix-show-Andrzej-Sapkowski/9781473231078,https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/lrg/9781/4732/9781473231078.jpg,Paperback,2020,15.34,Andrzej Sapkowski,4.09,Orion Publishing Co,320,9781473231078,"London, United Kingdom",Fantasy,42
The Perks of Being a Wallflower,https://www.bookdepository.com/Perks-Being-Wallflower-Stephen-Chbosky/9781471116148,https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/lrg/9781/4711/9781471116148.jpg,Paperback,2013,13.54,Stephen Chbosky,4.21,Simon & Schuster Ltd,240,9781471116148,"London, United Kingdom",Contemporary Fiction,3
Heartstopper Volume Three,https://www.bookdepository.com/Heartstopper-Three-Alice-Oseman/9781444952773,https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/lrg/9781/4449/9781444952773.jpg,Paperback,2020,18.76,Alice Oseman,4.63,Hachette Children's Group,384,9781444952773,"London, United Kingdom",Children's Fiction,2
Coraline,https://www.bookdepository.com/Coraline-Neil-Gaiman/9781408841754,https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/lrg/9781/4088/9781408841754.jpg,Paperback,2013,13.34,Neil Gaiman,4.06,Bloomsbury Publishing PLC,208,9781408841754,"London, United Kingdom",Children's General Story Books,41
Fantastically Great Women Who Changed The World,https://www.bookdepository.com/Fantastically-Great-Women-Who-Changed-World-Kate-Pankhurst/9781408876985,https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/lrg/9781/4088/9781408876985.jpg,Paperback,2016,15.33,Kate Pankhurst,4.47,Bloomsbury Publishing Plc,32,9781408876985,"London, United Kingdom",Picture Books,17
Red Roulette,https://www.bookdepository.com/Red-Roulette-Desmond-Shum/9781398510371,https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/lrg/9781/3985/9781398510371.jpg,Paperback,2021,27.06,Desmond Shum,3.89,Simon & Schuster Ltd,320,9781398510371,"London, United Kingdom",Biography: General,8
Pokemon: Super Extra Deluxe Essential Handbook,https://www.bookdepository.com/Pokemon-Super-Extra-Deluxe-Essential-Handbook-Scholastic/9781338714128,https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/lrg/9781/3387/9781338714128.jpg,Paperback,2021,26.13,Scholastic,4.56,Scholastic US,560,9781338714128,"New York, United States",Games Strategy Guides,3
Once Upon a Broken Heart,https://www.bookdepository.com/Once-Upon-Broken-Heart-Stephanie-Garber/9781250268396,https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/lrg/9781/2502/9781250268396.jpg,Hardback,2021,29.85,Stephanie Garber,4.27,Flatiron Books,416,9781250268396,New York,Children's Fiction,31
Dance of Thieves,https://www.bookdepository.com/Dance-Thieves-Mary-Pearson/9781250308979,https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/lrg/9781/2503/9781250308979.jpg,Paperback,2019,21.48,Mary Pearson,4.26,Square Fish,528,9781250308979,,Sci Fi Books for Kids,46
The Shadows Between Us,https://www.bookdepository.com/Shadows-Between-Us-Tricia-Levenseller/9781250189967,https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/lrg/9781/2501/9781250189967.jpg,Hardback,2020,27.26,Tricia Levenseller,3.92,Feiwel and Friends,336,9781250189967,"New York, United States",Fantasy Books for Kids,50
The Coffee Bean,https://www.bookdepository.com/Coffee-Bean-Jon-Gordon/9781119430278,https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/lrg/9781/1194/9781119430278.jpg,Hardback,2019,22.58,Jon Gordon,4.08,John Wiley & Sons Inc,112,9781119430278,"New York, United States",Business & Management,27
Press Here,https://www.bookdepository.com/Press-Here-Herve-Tullet/9780811879545,https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/lrg/9780/8118/9780811879545.jpg,Hardback,2011,25.55,Hervé Tullet,4.38,CHRONICLE BOOKS,56,9780811879545,"San Francisco, United States",Picture Books,1
Unofficial Roblox Annual 2022,https://www.bookdepository.com/Unofficial-Roblox-Annual-2022-Daniel-Lipscombe/9780755501083,https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/lrg/9780/7555/9780755501083.jpg,Hardback,2021,20.07,Daniel Lipscombe,4.65,HarperCollins Publishers,72,9780755501083,United Kingdom,Annuals,23
One Day at a Time Diary 2022 - Ireland's bestselling wellness diary,https://www.bookdepository.com/One-Day-at-Time-Diary-2022-Irelands-bestselling-wellness-diary-Abby-Wynne/9780717192083,https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/lrg/9780/7171/9780717192083.jpg,Paperback,2021,19.73,Abby Wynne,4.01,Gill,232,9780717192083,"Dublin, Ireland","Diaries, Letters & Journals",34
House of Leaves,https://www.bookdepository.com/House-Leaves-Mark-Z-Danielewski/9780375703768,https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/lrg/9780/3757/9780375703768.jpg,Paperback,2000,40.93,Mark Z. Danielewski,4.05,Random House USA Inc,736,9780375703768,"New York, United States",Contemporary Fiction,10
Bridgerton: Romancing Mr Bridgerton (Bridgertons Book 4),https://www.bookdepository.com/Bridgerton-Romancing-Mr-Bridgerton-Bridgertons-Book-4-Julia-Quinn/9780349429458,https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/lrg/9780/3494/9780349429458.jpg,Paperback,2021,14.26,Julia Quinn,4.03,"Little, Brown Book Group",384,9780349429458,"London, United Kingdom",Historical Romance,26
Asterix: Asterix Omnibus 1,https://www.bookdepository.com/Asterix-Asterix-Omnibus-1-Rene-Goscinny/9781444004236,https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/lrg/9781/4440/9781444004236.jpg,Paperback,2011,25.39,Rene Goscinny,4.42,"Little, Brown Book Group",152,9781444004236,"London, United Kingdom","Graphic Novels, Anime & Manga",42
I Know Why the Caged Bird Sings,https://www.bookdepository.com/I-Know-Why-Caged-Bird-Sings-Maya-Angelou/9780345514400,https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/lrg/9780/3455/9780345514400.jpg,Paperback,2009,12.27,Maya Angelou,4.25,Random House USA Inc,289,9780345514400,"New York, United States",Biography: General,5
You'll Be the Death of Me,https://www.bookdepository.com/Youll-Be-Death-Me-Karen-M-McManus/9780241473665,https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/lrg/9780/2414/9780241473665.jpg,Paperback,2021,14.02,Karen M. McManus,4.24,Penguin Random House Children's UK,336,9780241473665,"London, United Kingdom",Adventure Books for Kids,32
Silverview,https://www.bookdepository.com/Silverview-John-le-Carre/9780241550069,https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/lrg/9780/2415/9780241550069.jpg,Hardback,2021,31.31,John le Carre,4.09,Penguin Books Ltd,224,9780241550069,"London, United Kingdom",Contemporary Fiction,40
Dear Zoo,https://www.bookdepository.com/Dear-Zoo-Rod-Campbell/9780230747722,https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/lrg/9780/2307/9780230747722.jpg,Board book,2010,14.21,Rod Campbell,4.28,Pan Macmillan,18,9780230747722,"London, United Kingdom",Picture Books,43
Baby's Very First Black and White Little Library,https://www.bookdepository.com/Babys-Very-First-Black-White-Little-Library/9781409537076,https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/lrg/9781/4095/9781409537076.jpg,Board book,2011,13.21,Stella Baggott,3.78,Usborne Publishing Ltd,40,9781409537076,"London, United Kingdom",Baby Books,31
The Hating Game,https://www.bookdepository.com/Hating-Game-Sally-Thorne/9780063063532,https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/lrg/9780/0630/9780063063532.jpg,Paperback,2021,15.29,Sally Thorne,4.1,William Morrow & Company,416,9780063063532,,Contemporary Fiction,23
Moleskine 2022 12-Month Daily Pocket Softcover Notebook: Black,https://www.bookdepository.com/Moleskine-2022-12-Month-Daily-Pocket-Softcover-Notebook-Black-Moleskine/8056420855661,https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/lrg/8056/4208/8056420855661.jpg,Paperback,2021,20.11,Moleskine,4.08,Moleskine,400,8056420855661,Italy,Miscellaneous Items,18
How to End a Story,https://www.bookdepository.com/How-End-Story-Helen-Garner/9781922458179,https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/lrg/9781/9224/9781922458179.jpg,Hardback,2021,41.19,Helen Garner,5,Text Publishing,256,9781922458179,"Melbourne, Australia",Biography: Literary,49
The Dictionary of Lost Words,https://www.bookdepository.com/Dictionary-Lost-Words-Pip-Williams/9781922400277,https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/lrg/9781/9224/9781922400277.jpg,Paperback,2020,35.05,Pip Williams,4.19,Affirm Press,384,9781922400277,"Mulgrave, VIC, Australia",Historical Fiction,4
The Perks of Being a Wallflower,https://www.bookdepository.com/Perks-Being-Wallflower-Stephen-Chbosky/9781847394071,https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/lrg/9781/8473/9781847394071.jpg,Paperback,2009,13.92,Stephen Chbosky,4.21,Simon & Schuster Ltd,240,9781847394071,"London, United Kingdom",Contemporary Fiction,19
Marvel: Storybook Collection Advent Calendar,https://www.bookdepository.com/Marvel-Storybook-Collection-Advent-Calendar-Autumn-Publishing/9781801080484,https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/lrg/9781/8010/9781801080484.jpg,Paperback,2021,42.18,Autumn Publishing,4.37,Bonnier Books Ltd,24,9781801080484,"Sywell, United Kingdom",Characters,35
The Appeal,https://www.bookdepository.com/Appeal-Janice-Hallett/9781788165303,https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/lrg/9781/7881/9781788165303.jpg,Paperback,2021,17.79,Janice Hallett,4.06,Profile Books Ltd,464,9781788165303,United Kingdom,Crime,7
Match of the Day Annual 2022,https://www.bookdepository.com/Match-Day-Annual-2022-Various/9781785946783,https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/lrg/9781/7859/9781785946783.jpg,Hardback,2021,21.3,Various,4,Ebury Publishing,96,9781785946783,"London, United Kingdom",Annuals,13
21 Lessons for the 21st Century,https://www.bookdepository.com/21-Lessons-for-21st-Century-Yuval-Noah-Harari/9781784708283,https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/lrg/9781/7847/9781784708283.jpg,Paperback,2019,26.8,Yuval Noah Harari,4.16,Vintage Publishing,432,9781784708283,"London, United Kingdom",Prose: Non-fiction,22
Crooked Kingdom (Six of Crows Book 2),https://www.bookdepository.com/Crooked-Kingdom-Six-Crows-Book-2-Leigh-Bardugo/9781780622316,https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/lrg/9781/7806/9781780622316.jpg,Paperback,2017,20.96,Leigh Bardugo,4.59,Hachette Children's Group,560,9781780622316,"London, United Kingdom",Children's Fiction,37
You're Doing it Wrong: A History of Bad & Bonkers Advice to Women,https://www.bookdepository.com/Youre-Doing-it-Wrong-History-Bad-Bonkers-Advice-Women-Kaz-Cooke/9781760896973,https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/lrg/9781/7608/9781760896973.jpg,Paperback,2021,50.32,Kaz Cooke,4.14,Penguin Random House Australia,352,9781760896973,"Hawthorn, Australia",Social & Cultural History,22
Adult Children of Emotionally Immature Parents,https://www.bookdepository.com/Adult-Children-Emotionally-Immature-Parents-Lindsay-C-Gibson/9781626251700,https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/lrg/9781/6262/9781626251700.jpg,Paperback,2015,30.84,Lindsay C Gibson,4.34,New Harbinger Publications,224,9781626251700,"Oakland, CA, United States",Psychology,34
The Noma Guide to Fermentation (Foundations of Flavor),https://www.bookdepository.com/Noma-Guide-Fermentation-Foundations-Flavor-Rene-Redzepi/9781579657185,https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/lrg/9781/5796/9781579657185.jpg,Hardback,2018,45.4,Rene Redzepi,4.55,Artisan,440,9781579657185,"New York, United States",Food & Beverage Technology,5
Dear Santa,https://www.bookdepository.com/Dear-Santa-Rod-Campbell/9781529050714,https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/lrg/9781/5290/9781529050714.jpg,Board book,2020,14.1,Rod Campbell,4.09,Pan Macmillan,14,9781529050714,"London, United Kingdom",Baby Books,17
